code,name_ar,name_en,parent_code,level,account_type,financial_statement_type,normal_balance,is_postable,is_active,requires_subledger,subledger_type,allow_manual_entry,allow_reconciliation
611103,رسوم تصديقات,Attestation Fees,6111,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611104,رسوم  قضائيه حكومية ,Government court fees,6111,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
6112,تسويق وإعلان,Marketing & Advertising,61,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
611201,مصاريف اعلانات,Advertising Expenses,6112,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611202,رسوم التسجيل في المؤتمر والمعارض,Conference Registration Fees,6112,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611203,معارض وفعاليات,Exhibitions & Events,6112,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611204,هدايا وعينات,Gifts & samples,6112,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611205,رسوم ترويجية,Promotional Fees,6112,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611206,عروض ترويجية للمبيعات,Sales promotion,6112,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611207,رسوم إدراج المبيعات,Sales Listing Fees,6112,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611208,رسوم مناقصات مبيعات,Sales Tenders Fees,6112,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
6113,مصاريف بنكية,Bank Charges,61,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
611301,رسوم بنكية,Bank Fees,6113,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,BANK,TRUE,FALSE
611302,رسوم حوالات بنكية,Transfer Charges,6113,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,BANK,TRUE,FALSE
611303,رسوم بنكية لنقاط البيع,Bank fees for points of sale,6113,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,BANK,TRUE,FALSE
611304,رسوم فتح اعتمادات بنكية,Bank fees for Issue LC,6113,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,BANK,TRUE,FALSE
611305,رسوم بنكية للاعتمادات,LC Bank Charges,6113,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
6114,مصاريف محروقات وزيوت,Fuel &Oil expenses,61,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
611401,محروقات للسيارات,Car Fuel ,6114,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,FIXED_ASSET,TRUE,FALSE
611402,زيوت للسيارات,Car Oil,6114,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,FIXED_ASSET,TRUE,FALSE
611403,محروقات للمعدات,Equipment Fuel ,6114,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,FIXED_ASSET,TRUE,FALSE
611404,زيوت للمعدات,Equipment Oil ,6114,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,FIXED_ASSET,TRUE,FALSE
6115,تدريب وتطوير,Training & Development,61,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
611501,مصاريف تدريب,Training Expenses,6115,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611502,مصاريف رحلة التدريب,Training Trip Expenses,6115,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
6116,الضيافة / الترفيه,Hospitality & Entertainment,61,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
611601,مصاريف ضيافه للمكتب,Entertainment ,6116,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611602,مصاريف اجتماعات ومناسبات,Meeting and event expenses,6116,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611603,مصاريف الحفلات, Party Expenses,6116,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
6117,مصاريف النظافة,Cleanliness Expenses,61,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
611701,مصاريف النفايات والحاويات,Waste & Container Expenses,6117,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611702,ادوات مستهلكة,Consumables tools,6117,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611703,نظافة ورش مبيدات حشارات,Cleaning & pesticide ,6117,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611704,طفايات ونظام مكافحة حريق,Fire Fighting System Contracts,6117,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
6118,أتعاب مهنية واستشارية وقانونية,Professional & Legal Fees,61,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
611801,اتعاب مهندية تدقيق,Audit Fees,6118,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611802,رسوم استشارات,Consultancy Fees,6118,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
611803,رسوم قانونية,Legal Fees,6118,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
6119,خدمات وعقود,Services and Contracts,61,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,FALSE,FALSE
611901,استئجار خدمات عمالة,Manpower Services,6119,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,SERVICE_PROVIDER,TRUE,FALSE
611902,خدمات حراسات امنية,Security Services,6119,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,SERVICE_PROVIDER,TRUE,FALSE
6120,استهلاك وإهلاك,Depreciation & Amortization,61,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,FALSE,FALSE
612001,مصاريف استهلاك المباني,Depreciation- Building ,6120,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,FIXED_ASSET,FALSE,FALSE
612002,مصاريف استهلاك السيارات,Depreciation- Vehicles ,6120,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,FIXED_ASSET,FALSE,FALSE
612003,مصاريف استهلاك الاثاث,Depreciation- Furniture,6120,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,FIXED_ASSET,FALSE,FALSE
612004,مصاريف استهلاك التجهيزات المكتبية,Depreciation- Office Equipment,6120,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,FIXED_ASSET,FALSE,FALSE
612005,مصاريف استهلاك المعدات,Depreciation - Equipment,6120,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,FIXED_ASSET,FALSE,FALSE
62,انخفاض القيمة والشطب,Impairment & Write-offs,6,2,EXPENSE,PL,DR,FALSE,TRUE,TRUE,CUSTOMER,TRUE,FALSE
6201,عكس/(مخصص) الديون المشكوك فيها,Reverse/(provision) for doubtful debts,62,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,FALSE,FALSE
620101,مخصصات/عكس الديون المشكوك في تحصيلها,Allowance /reversal for doubtful debts,6201,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,CUSTOMER,FALSE,FALSE
620102,مصاريف شطب الديون,Write-off,6201,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,CUSTOMER,FALSE,FALSE
620103,مصروفات الديون المعدومة,Bad Debt Expense,6201,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,CUSTOMER,FALSE,FALSE
6202,عكس/(مخصص) البضاعة بطيئة الحركة,Reverse/(dedicated) slow-moving goods,62,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
620201,عكس انخفاض القيمة / (الخسارة) في المخزونات بطيئة الحركة,Impairment reversal / (loss) on Slow Moving inventories ,6202,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,INVENTORY_CATEGORY,FALSE,FALSE
620202,مخصصات/عكس المخزونات بطيئة الحركة,Allowance /reversal  for slow moving inventories ,6202,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,INVENTORY_CATEGORY,FALSE,FALSE
63,الاعباء المالية,Finance Charges,6,2,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
6301,فوائد ورسوم قروض,Loan Interest & Fees,63,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,FALSE,FALSE
630101,فوائد قروض قصيرة الاجل,Interest short term loans,6301,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,LOAN_ACCOUNT,FALSE,FALSE
630102,فوائد سحب على المكشوف,Overdraft Charges,6301,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,BANK,TRUE,FALSE
630103,رسوم بنكية ادارية,Bank Management Fees Facilities,6301,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,BANK,TRUE,FALSE
630104,مصاريف الضمانات البنكية,LG Charges,6301,4,EXPENSE,PL,DR,TRUE,TRUE,TRUE,LETTER_OF_GUARANTEE,FALSE,FALSE
7,المصاريف الغير تشغيلية,Non-Operating Expenses/Imcome,,1,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
71,ايرادات ومصاريف غير تشغيلية,Other non-operating income and expenses,7,2,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
7101,ايرادات اخرى,Other Revenue ,71,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
710101,ايرادات اخرى,Other revenue,7101,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
710102,ايجار تأجير,Rent Income,7101,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
710103,دخل الفوائد,Interest income,7101,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
7102,مصاريف اخرى,Other Expenses,71,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
710201,مصاريف اخرى,Other expenses,7102,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
710202,تبرعات ومسؤولية اجتماعية,Donations & CSR,7102,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
7103,المكاسب والخسائر,Gains and losses,71,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
710301,ربح أو خسارة بيع أصول,Disposal of assets gain or loss,7103,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
710302,ربح أو خسارة بالعملة الأجنبية,Foreign currency gain or loss,7103,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
710303,الربح والخسارة في سعر الصرف,Gain & loss on Exchange Rate,7103,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
710304,ربح أو خسارة الاستثمارات,"Investments gain or loss
",7103,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
8,زكاة وضريبة,Zakat & Tax,,1,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
81,زكاة وضريبة,Zakat & Tax,8,2,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
8101,زكاة وضريبة,Zakat & Tax,81,3,EXPENSE,PL,DR,FALSE,TRUE,FALSE,NONE,TRUE,FALSE
810101,مصاريف الزكاه,Zakat Expenses ,8101,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
810102,ضرية الدخل,Tax Income Expense,8101,4,EXPENSE,PL,DR,TRUE,TRUE,FALSE,NONE,TRUE,FALSE
